reviewer_id,document
82632429,"Das Haus und die Lage ist ein Traum! Wir haben uns sehr wohl gefühlt! Es war ruhig, die Einrichtung sehr edel, die Betten super gemütlich, fußläufig erreicht man Frühstückcafés, Restaurants und alles was das Herz begehrt! In der Nähe des Parks liegt es in einer wunderschönen Umgebung! Danke Karen, dass das so spontan geklappt hat und du uns schnell geanwortet hast! Wir kommen super gerne wieder!  Petra is so lovely and welcoming! We loved the apartment, it is adorable decorated and the bed was really comfortable! The place is situated just next to the nice VondelPark and lots of nice bars and restaurants. I recommend it!!! Thanks Barbara for the fast and easy communication and for having us! "
82709246,Place is just perfect to stay and there is every 15min boat ferry to go to city center. we enjoyed stay alot.
82826636,Lora is quite friendly. The place is very convenient to go everywhere. Well..a better bed would be more appreciated for the travlers.
82895315,"Gina and Frans, <br/>Thank You for the warm welcome. With all the sweet gifts ;) <br/>The stay at your house was really great! We felt home away from home.<br/>The surroundings are quiet and getting everywhere is easy by foot or tram. <br/>As we enjoy Amsterdam so much, we'll be going to see each other again for sure. <br/>Best regards,<br/>Pedro and Sara. <br/>"
82942958,"Marga and Rico are really nice. They came to the station to pick me up and help me with a lot about my lost luggage. I really appreciate it. The house is exactly as the picture showed, clean, warm and cozy. The map and the travel guidance are also helpful. Rico recommended me good places to visit on his way to work and drops me in a very convenient location. The decorations inside and outside are pretty. This is my first time to see a real boat house. That is a lovely and warm design. Thank you very much, Marga and Rico. Thank you for everything. I definitely recommend it and perhaps I will go with my friends again next time. "
83112464,"Laura, Arjan, and Chery were amazing hosts! They made our stay in Amsterdam easy and fun. They gave us food recommendations, let us borrow their bikes and so much more. They truly aim to surpass your expectations, and do so in many ways. Thank you! "
83117870,Kate was great. She was very responsive during the booking process and helped us find our way around after we arrived. The location is central. The room is as advertised and we were comfortable and satisfied.
83301489,Pim's place was very clean and organized. He left breakfast for us in the fridge. We felt like home. 
83446939,"The stay at Caroline's place was beyond words! The apartment is super spacious, yet very gezellig (a word that exists only in Dutch and Danish and is similar to, but not exactly cozy). The location us just perfect only a short few minutes' walk from the very center of Amsterdam and in probably the most beautiful and charming part of the city right at the edge / beginning of the Jordaan. Caroline was fast and courteous in her replies to us, we had absolutely no hazzle or worries. Wieke is a very nice person with great knowledge of local gems and made us feel at home at once. <br/>A stay at Caroline's comes with our warmest of recommendations!"
83503592,"Thoroughly enjoyed our stay - for four days we felt like we actually lived in Amsterdam. Apartment was perfectly located, had all the amenities we needed, great views, very clean and modern. I would highly recommend staying there to others. Gabriel went out of his way to ensure all was to our extreme satisfaction! Even found a place to store our bags until we could have the keys to the apartment.  "
83893402,"The accomodation and location was perfect and her house is such a warm, cosy and friendly place ; with two cats so lovely :-) Toetsie was a wonderful and welcoming host. It was a pleasure to meet her and staying there. I really recommend her and want to come back one day :-) Thanks a lot Toetsie !"
83957141,"5 star hotel experience! Clean and decorated to high standards and Petra was really helpful. <br/>Lovely quite neighbourhood with some of the best restaurants in town (Ron Gastrobar, Pizza and Prosecco, Foundue place..) and well located (A couple of tram stops from Leidseplein) Also schipol airport only a short way in tram."
84064119,"Vooraf was er een duidelijke, en snelle communicatie, ok bijv betreft het parkeren wat goed te doen is voor de deur.<br/>Vladimir is heel toegankelijk, makkelijk in de omgang en bereid al je vragen te beantwoorden over wat je wilt doen in Amsterdam. De metro en tram zijn heel dichtbij, zo ben je snel in het centrum.<br/><br/>De kamer is netjes, in een rustige buurt, gebruik van toilet en douche was ook netjes."
84207171,"Casa muy acojedora que hace que te sientas como un habitante más de la ciudad. A nosotros nos ha encantado esta casa porque puedes ver cómo es una vivienda de holanda por dentro y cómo viven los holandeses.  Tiene un montón de detalles y particularmente nos encantó el sofá porque era muy ancho y cómodo! El apartamento tiene  de todo y más y además hay una pequeña terracita en la que desayunábamos cada mañana. Para mi, el apartamento ideal si no fuera porque no había microondas... y eso es algo bastante esencial si quieres calentarte la leche cada mañana o calentar la mayoría de comidas preparadas que venden en el supermercado.<br/>Si tengo que decir algo no tan bueno es que el anuncio ponía que había lavadora y cuando llegamos ahí no había, cosa que nos chafó un poco porque llevábamos varios días de viaje en París y ya contábamos con lavar nuestra ropa sucia en Amsterdam.<br/><br/>Por lo demás todo genial!<br/><br/>"
84262592,"Mirjam was an awesome host! She communicated very well regarding our stay and was very meticulous about directions to her place. This location is walking distance from the Centraal Station, Anne Frank house, museums, and all the tourist spots. On the day of checking in, my wife and I got lost. We sent her a message. She immediately said she'll come to us and she did. She went above and beyond. She walked us up to our room and gave us a map and told us where the good spots are. Our bed was so comfy. She also provided a robe, towels, slippers, blow dryer, adapter, shampoo, conditioner, shower gel, and the best thing ever.... Chocolates! There's also a mini fridge too. <br/>Mirjam, thank you for your kind hospitality. We'll be back. :)"
84327172,"Se dovessi sintetizzare, direi ""They were wonderful, I have nothing to add"". Laura and Arjan si sono dimostrati attenti e amichevoli, sempre disponibili a fornirci consigli o mettersi a disposizione per rendere il nostro breve soggiorno ad Amsterdam piacevole. <br/>L'appartamento è in comoda posizione rispetto al centro e facilmente raggiungibile, oltre che essere ben curato nell'arredamento e comfortevole. <br/>È stato un piacere essere accolti come se fossimo a casa, anche se purtroppo solo per un breve periodo di tempo. Decisamente un'appartamento da consigliare se si è in vacanza ad Amsterdam.<br/>Keep up the good work! Thanks again!"
84897746,Directions from the station were easy to follow. Room is excellent with very good attention to detail and one of the best locations in Amsterdam centre. Would not hesitate in recommending this room to anyone wanting to stay in the city.
84968449,Rosie was a great host. She was very welcoming and made everything very easy. Definitely would reccomend staying with her. The room was very nice and quite comfortable. 
85039902,"Marielle's place was beautiful and although she was away she ensured my arrival was smooth. The stairs, as described were exceptionally steep, especially with luggage regardless of my light packing - thankfully her assistant helped me carry my bag downstairs upon departure. The wifi in the room didn't seem to be working very well and the room across the hall was very loud; coming home loudly late at night and playing music at early hours which disturbed my sleep. However, the overall room was tidy and I had a pleasant stay. Thank you for your flexibility."
85057494,Nice vacay. Thank You.<br/>
85119909,La estancia en casa de Marga no podría haber sido mejor. La casa y el entorno son muy acogedores y tranquilos. Tanto Marga cómo su familia son geniales y te hacen sentir como en casa. Muy recomendable.
85369639,It was fantastic to stay there ! Great city vibes in one of the best private rooms of the center
85416192,"Ubytování se nám líbílo, je v dobré části Amstedamu. Čistý slunný byt se záhrádkou kde se dá dobře grilovat. Hostitel komunikoval po celou dobu pobytu a z ubytování máme dobrý pocit. V případě, že budeme opakovat pobyt v Amsterdamu opět využijeme. V bytě vše čisté, udržované."
85432454,"Kate is friendly and very prompt with her responses. She was very flexible with check out time which was very convenient.<br/>She mentioned that the previous guests had just left so she just started cleaning once we got there. After she was done cleaning, the bathroom toilet was still dirty. But she cleaned it right away once we addressed it with her and was very apologetic. The kitchen smelt bad with dirty dishes in the sink but that didn't affect us that much since we didn't need to use it. Also, she doesn't allow any kind of animal products in the fridge. We had left overs from dinner but ended up eating it the same night since we found out we couldn't put it in the fridge. Only good if you're vegan or have allergies."
85480786,"We had a great time at Jelle's apartment. The 2 double beds and sofa was very comfortable. We tended to walk into the city, which took about 20 mins, and get Uber home in the evenings for 8 euros. The neighborhood is nice and quiet, with plenty of local amenities, and close to the city center. We booked last minute but Jelle responded almost instantly to our booking request, and also allowed our early check in. Overall, I would definitely stay in Jelle's place again."
85637964,"The studio is perfect for a short staying to visit Amsterdam and the surroundings. It is located in a neat residential area from which you can easily reach every place by tram, bus or even bicycle! The studio is bright and very comfortable, and it is bigger than it looks on the pics in the website. Plus, Stephanie and Sebastian are very warm and welcoming people, always willing to help with everything you need during your staying and to recommend nice events and restaurants in the city. I definitely recommend their Park Suite, you won't regret it! "
85679306,Excellent accommodations. Clean and comfortable. Beautiful room with fresh flowers. Easy access to the city center by tram. Host was responsive to all questions and requests. She went out of her way to make us feel welcome. Highly recommend. 
85684174,"Super séjour à Amsterdam ! John et Gabriella ont été adorables, prévenants, enthousiastes de recevoir. La chambre était très confortable, tout est fait pour se sentir bien. L'appartement est très lumineux et calme Le petit déjeuner au top. Merci pour ces belles journées passées à Amsterdam."
85812417,"My trip to Amsterdam was the first time me and my boyfriend had been abroad together. I, in particular wanted everything to be perfect and accommodation was a huge part of that. I had never used Airbnb before but we decided to give it ago because it's much cheaper than hotels. We saw Matthijs place, which had excellent reviews and went for it. I'm so glad we did. The location is perfect, it's easy to pop back to as and  needed. As a host Matthijs was brilliant he was welcoming and provided us we lost of information. We had no clue what would be provided but he'd thought of it all towels, dressing gowns, hair dryer, kettle etc! The room we stayed in does look smaller than the picture but there was plenty of space for us and our luggage. And the size just made it more cosy and romantic. The bakery breakfast was fantastic! I'll not go into too much detail but, it was not what we expected. I would 100% recommended staying here and we most certainly will again!!!"
85877187,Very friendly host with a charming Appartement in the perfect  area.
86060279,"Een mooie rustige plek, vriendelijke ontvangst, wat wel een dingetje is dat je zelf voor ontbijt mag zorgen en dan is t ongeveer 10min lopen naar een supermarkt."
86297861,"Ton and Will have a beautiful apartment and have gone to exceptional lengths to make their guests feel at home. They provided foolproof directions (including photos) to get us there, and welcomed us on our arrival. They live in a fairly quiet neighbourhood, just five minutes walk from the train/tram stop, and from there it takes just 15 - 20 minutes to reach the city centre. <br/><br/>The room itself is lovely, and both it and the bathroom would put many hotels to shame. The continental breakfast was delicious and plentiful, and on the Sunday morning Ton also cooked us one of the best omelettes I've ever tasted. It's hard to believe they've been doing Airbnb for a relatively short time, as they've covered all the bases and have a natural flair for it. I cannot recommend them too highly. A million thanks, guys!"
86370217,"I strongly recommend Vibeke's apartment for stay in Amsterdam. It is really cozy, with good connection to the city center. Vibeke is so nice and helpful. I had a good contact with her before the arrival, she always fully and quickly responds to all questions."
86467009,"The property is in a very nice residential neighborhood, quiet and pleasant yet close to a great organic supermarket and public transportation. <br/>Toetsie was very kind, accommodating and communicative, helping out with all my needs and questions.<br/>The room itself is just as described in the pictures and is very cozy and quiet.<br/>I was there for a week, and it felt like home!"
86828988,"Alle Erwartungen übertroffen ! Wir haben uns kurzfristig dazu entschlossen fürs Wochenende nach Amsterdam zu reisen, und nur einen Tag vorher bei Airbnb gebucht. Wir hatten wirklich keine hohen Ansprüche so kurzfristig noch etwas besonderes zu finden, doch mit dem Zimmer bei Dennie waren wir total beeindruckt. Die Lage war perfekt, sehr zentral und trotzdem ruhig, viele nette Restaurants und Cafe's in der Nachbarschaft und man hat das Gefühl mitten drin zu sein. Die Anreise hat reibungslos geklappt, auch dank der guten Beschreibung von Dennie und Elske. Zum Zimmer kann man nichts sagen außer, dass es wunder wunder wunderschön war ! Alles sehr gepflegt und jedes Detail ist mit Liebe gestaltet. Dennie und Elske haben uns sehr herzlich empfangen, uns bei allem Hilfe angeboten und wir hatten wirklich das Gefühl willkommen zu sein ! Sie haben uns viele Tipps gegeben, und dank Ihnen konnten wir so manche Schlange vor einer Sehenswürdigkeit weglassen :) ! Wirklich ein gelungenes Wochenende, und wir würden nicht zögern es genauso wieder zu tun :) !"
87017728,"Alex is kind and very responsive. And a fantastic host, considering the surprise for his guests. The apartment is very clean, vibrant and full of life. Equipped with everything you'd need and beyond. Very close to tram and metro stations, it's close enough to the city center, giving you though the quietness of a residential area. A great stay, definitely to come back to! "
87058818,"Our stay was excellent! This was our first visit to Amsterdam and our first Airbnb experience. The photographs and descriptions included in the listing are 100% accurate and Maike and Caspar are incredibly kind and helpful. We especially enjoyed the breakfast and the opportunity to stay slightly outside of the city center with easy access to things we needed. <br/>If you do not choose to eat lunch or dinner out, we had good luck purchasing small fresh meals and snacks at the local grocery store Jumbo in the nearby shopping center. Maike provided dishes and utensils along with a microwave and refrigerator inside the room. She also offers many guidebooks and personal suggestions for dining and entertainment. <br/>Thank you Maike and Caspar! I wish we could have stayed longer!  "
87142970,"Gabriella and John are very kind and friendry. I could enjoy this staying and feel confortable. And, their house have many interesting and cool Asian goods!<br/>日本人の方には特におすすめします。彼らはとても親切で、日本の文化に理解があります。もてなしは僕が利用したAirbnbの中でも最高レベルでした。 Simon & Luth 's apartment is very comfotable and quiet. I could walk to museums. but I recommend to ride a bicycle because it is faster and fun!"
87237050,"The guesthouse is great to live in. It feel like a hobbit house, cosy, warm and very relaxing. There were some little additions that show how thoughtful the host is: a travel adaptor, little chocolate, wide range of teas.  There is a also a private piano in the room, which makes it quite special. I am very happy with the experience and would definitely recommend it."
87306054,Es war ein wunderbares Wochenende in Amsterdam.  Es hat alles gestimmt. Wir wurden sehr herzlich von Matthijs empfangen. Er hatte viele interessante Infos und Tips für uns. Die Lage des Zimmers ist perfekt. Viele Sehenswürdigkeiten sind fussläufig zu erreichen. Das Frühstück haben wir in gemütlicher Atmosphäre genießen können.  Wir würden sagen: Alles perfekt!
87350902,"The house is great, spacious and clean. The description is absolutely correct, the neighborhood is nice and it takes around 20 mins to the city centre. Enith and his son Evan are very welcoming, they also gave us a map of the city and a description how to get to their house, it's very easy. I recommend the stay here."
87458928,Very nice place in a really good area and<br/>Ro was very nice to us.<br/>And from here i want to thank you again. . . you are the mannnnn..
87990146,"Lovely place, felt in the heart of artistic Amsterdam and great too for our 18 month old. Felt very welocme, although we did not meet Rini - maybe next time."
87999392,"Julie ,  her apparement and cats were very nice ! The apartment was very clean and right next to the center of Amsterdam ! The park next to it had great food and offered nice nighttime activities such as a free outdoor movie ;) <br/>Julie was very helpful and welcoming ! <br/>Me and my friends recommend this place !! "
88070840,"Very organized , clean and orientation. Watch out its the 3rd floor and not very close to the center. Other than this all was great "
88167156,"L'accueil de Joke a été en tout point conforme à l'annonce et aux commentaires élogieux qui l'accompagnaient. Ses qualités humaines (et culinaires) rendent son hospitalité bien amicale, ses efforts pour aplanir les difficultés de langue donnent envie de poursuivre le voyage en sa compagnie."
88525750,"Quartier très agréable, logement en tout point conforme aux photos, literie et petit déjeuner excellent. <br/>Hôtes charmants et très sympathiques, très attentifs au confort de leurs voyageurs.<br/>Bref une très bonne adresse pour séjourner et visiter Amsterdam."
88698943,이숙소를 추천합니다.  <br/>위치고 매우 좋고 미술관 다니기에 아주 좋습니다.<br/>방은 사진보다 더 아름답고 깨끗합니다.  <br/>petra는 매우 친절하고 빠른답변을 줘서 아주 좋았습니다.  <br/>제가 영어를 못해서 문제가 많았는데 많이 도와주려 애썼습니다.  매우 감사합니다.
88733644,"Amazing room, looks exactly like the pictures and it's in an amazing location. Would definitely be visiting again soon!"
88854476,"We really had a great stay in Amsterdam with Nima's room. The kitchen and the bathroom is quite big and for sleeping the bedroom has enough space.<br/>Nima was the best host we've ever had. He always answered in a minimum of time! The transport to Amsterdam Centraal Station is rly good. Like the others said, just walk 10min and you can use the free ferry which ships you directly in the centrum.<br/>All in all we would always travel to Amsterdam again whilst living in Nima's room!"
88942509,"Berith is a lovely host - friendly and great with communication. <br/>The house was welcoming, clean and comfortable. <br/>I'd be more than happy to stay here again or recommend Berith place to friends."
89060639,"Der Aufenthalt bei Marga und ihrer Familie war zwar nur eine Nacht, aber dafür sehr eindrucksvoll! Das kleine Gartenhäuschen ist ein Juwel sondersgleichen. Habe äußerst gut geschlafen und mich wie zu Hause gefühlt. Absolut empfehlenswert! Wenn ich wieder nach Amsterdam komme, schlafe ich definitiv dort."
89196518,"Nada's apartment is an absolute gem! It is located just a few minutes away from  Centraal Station through the subway and is also within walking distance from all the vibrant parts of Amsterdam. The building was renovated in 2015 and the flat has been designed with a lot of taste, making you kind of regret you would spend so much time visiting and not enjoying the apartment, especially its stunning rooftop! It is also fully equipped and you feel like home from the very first steps in the living room! This is also made possible by the warm welcome ensured by Nada who is a thoughtful and very responsive host. I would highly recommend the flat to any couple visiting Amsterdam and hope to be back in the future!"
89516661,"Marijke was a great host and I had a great time in her appartment. <br/>She was very friendly and helpful. The room was exactly as described. <br/>In short, a great stay. <br/>Thank you Marijke! "
89879969,"Best stay ever! Vibeke is an incredible host, super friendly. We loved everything about the place, it's exactly as described."
89887264,Lovely apartment in a great location.  Roman was very helpful and flexible! Very very clean apartment on the top two floors of a historic canal house. Very comfortable for four people. 
90033713,10/10. Lovely houseboat and great location!
90077198,Nice place to stay that is clean and a good location.  Mattijs is super helpful and accomodating.  All in all great value.<br/>You may get some serious noise from the street (drunk party goers etc.) But that is what you deal with in amsterdam so central.  In our case it was construction equipment being moved at 6 am.
90255770,"Alloggio accogliente, vibeka è molto disponibile. La camera è spaziosa per due persone e rispetta la descrizione delle foto. Posizione ottima per raggiungere il centro , bus e tram a 5min a piedi. "
90360533,"<br/>Very bad! I was unsatisfied and very dissapointed with the apartment I rented.<br/>I was expecting a 5 stars apartment, how it was announced,  but in fact it was'nt even a 3 stars.<br/>First of all it has a very kong and  high stairs with narrow steps that  we had to go up with our havy Luggage that was not announced In my Reservation.<br/>Tha apartment supposed To Be no smoking but smelled só bad!! The sofas and curtains were old and dirty, the refrigerador has old Food and also smelled só bad!! Very bad cleaning everywhere!!The light  of the living room was broken<br/>Also from The hall!!<br/>Beds very bed, rooms very noise, The window from The Living room doesn't close the linens old and damage!<br/>I'm used to rent 5 stars apartment and I was very frustrated with what I got for the high price I paid.<br/>Also nobody never even called US To check if things were ok!! Lin never also!!<br/>VERY DISAPPOINTED!!<br/> "
90377978,Daans apartment is smal but really comfortable. We did sleep well the whole time and feel welcomed in his home. We was able to cook and wash our clothes. U have to take the train to get to the city but it's also possible to walk in hour u are there. So every time again :)
90410723,"This quaint little cottage was way cuter than the pictures could ever do justice and it was the prefect little hideaway on the canals of Amsterdam,  wish I had more than one night here.  Marga and Rico were super friendly and did everything in their power to make my stay pleasant.  "
90484801,"Edwin was a fantastic host who helped us settle in smoothly. The apartment was lovely, in a great central neighbourhood and had everything we could have wished for. <br/><br/>I would recommend anyone to stay with Edwin when visiting Amsterdam! "
90490173,"Minä ja 3 kaveriani vietettiin pitkä viikonloppu Amsterdamissa.<br/>Asunto oli juuri sitä mitä kuvissa oli ja kaikki toimi loistavasti.<br/>Isäntämme Mark oli paikalla vastaan ottamassa meidät kun saavuimmme.<br/>Hän oli myös hyvin saatavilla ennen matkaa kun halusimme jotain tietoja kysellä.Asunto oli siistissä kunnossa ja kaikki tarpellinen asunnossa saatavilla.<br/>Aamupalat kokkasimme asunnossa mutta alueella on lukuisia paikkoja jossa<br/>voi sen myös tehdä.<br/>Alueella muutenkin on hyvin illanviettopaikko ja muuta elämää.<br/>Iso kauppa on heti tien päässä noin 200 m.<br/>voin todellakin suositellla paikkaa ja Isäntäämme Markkia.<br/>Kiitos vielä Mark sinulle viimeisestä."
90502990,"This was our first time using Air BnB and my boyfriend and I had such a wonderful time staying with Nabila and her family. She welcomed us in the kindest of ways and was extremely helpful with helping us settle in, explaining how everything worked and the best ways to travel around Amsterdam and even gave us some great restaurant recommendations. On our first day of arrival she kindly gave us a lift to the nearby supermarket and showed us the area. Nabila has a lovely spirit and nice friendly nature. The location is perfect, it's a beautiful quiet neighbourhood, about 20 minutes from the city centre by tram, which is very convenient. <br/>The studio is spacious, extremely clean, modern and accommodating, with a very comfortable bed. It has all the amenities you could need and a private downstairs entrance. The garden is stunning, overlooking the canal and was the perfect setting for our breakfast every morning. Nabila has a wonderful Nespresso coffee machine that we took advantage of :)<br/>There is a bike shop nearby, so we rented bicycles which was a brilliant way to travel, we cycled to some beautiful parks nearby.<br/>Nabila even allowed us to use her BBQ on our last evening, which was really wonderful. Her husband kindly picked some tomatoes grown in their garden for us to have with our meal.<br/>As our flight home was late in the evening she allowed us to leave our luggage at the house after check out time and even gave us a lift to the tram stop with our suitcases :) <br/>We would highly recommend and definitely stay here again. Thank you Nabila for such amazing hospitality, we had a really lovely experience."
90503661,"when i emailed marc he said we could take our time checking in when in actual fact he emailed us that day saying we had to be there by a certain time, so time wise we were under pressure to get there as the directions given were not great and we had to search for the place, asking many locals for help. He also offered us a breakfast the next day, but we had to work around their schedule so we ended up having a later breakfast than anticipated and we didnt really enjoy it. i thought the breakfast was included only to find out when we were checking out that it cost 9 euro each, and we had basically only eaten bread. The place is located 20 minutes outside amsterdam which is annoying trying to get back at night, it cost 30 euro for a taxi to drop us back.  We also felt like ellen was disapproving of us because we came home one night at 11 and i felt like she didnt really want young people staying there. Although it says there is a private bathroom its a bit down the corridor and right beside their office, also there is this weird window between the bedroom and the bathroom which is quite uncomfortable because if somebody is in the bedroom they can see the other person on the toilet or in the shower. There was a coffee machine in the room but we couldnt operate it. we had looked for twin beds but instead we  got a double. I dont think i would stay here again, it wasnt necessarily cheaper than places in the city in fact with the breakfast included it was probably more expensive  and it is harder to access, also they are quite strict and we didnt really feel comfortable there."
90564264,"Ottima situazione a poca distanza dal centro, molto comodo se si noleggia delle biciclette. L'appartamento si discosta leggermente dalle immagini. "
90668350,"Gelassener und sehr hilfsbereiter Typ. War während unseres Aufenthaltes in der doch sehr überschaubaren Wohnung was vorher nicht abgesprochen war. Daher haben wir nur das kleine Schlafzimmer genutzt, dafür sind 304€ für 2 Nächte und 3 Personen ein stolzer Preis. Die zentrale Lage hat das aber auch etwas wettgemacht. Bad und Küche könnten sauberer sein. Insgesamt aber weiterzuempfehlen. "
90875085,"i stayed over the weekend at the 1 person room & had a first hand experience of local Dutch living in a traditional walk-up 5 storey terrace. The 2 cats in Toetsie's house, Roky & Peppi, added an extra spark to my stay. Thanks Toetsie!"
90973596,"very nice room, clean and cosy, the location makes it even better, david is awesome very approachable and friendly. "
91035304,"I loved staying there. Marga come to airport to pick me up and welcomed me. What a coincidence that we both are into Art of Living and meditation. Richo was also very responsive and helpful and because I was jet lagged and was lazy to get out of house, he prepared dinner for me which was so sweet.<br/><br/>Any person who is looking to stay in a cozy and beautiful guest house away from hustle bustle of Central par, go for it. Also, Amsterdam Centraal is also not very far from there.<br/><br/>Marga also prepared breakfast for me and it was very delicious.<br/><br/>Thanks Marga and family for a wonderful experience in Amsterdam.<br/><br/>Atul"
91084457,David was very helpful throughout our stay and provided perfect directions which made it very easy to find. The room was spacious and clean on arrival and David made us feel extremely welcome. Hugely recommended and location is amazing! 
91194617,"Nima's house is very nice at a good location. Didn't get to meet him but he made sure the place was clean and provided me with things that'd help me with my stay (map, wifi, etc). Fifteen minute walk to the free ferry ride that'll take you to the central station/city area. Definitely would recommend staying at his home"
91198614,"Pim is very welcoming and helpful. His home is fun, warm, spacious and cozy. Everything was there ready for us. Kitchen is amazing. It was raining so we weren't able to use the rooftop, otherwise it would have been out hangout place. <br/><br/>One only downside is bathroom/ WC water pressure is slow. "
91365595,Really awesome cozy place with great location. But Pim is the best airBnB host I have ever had the pleasure of renting from. I consider him a friend now
91407148,"The apartment is just as adorable as it looks in the photos--bright and airy and modern yet charming and old at the same time.  It is decorated perfectly and even has a brand new kitchen area recently installed.  The large beautiful front widows look out on a community park, and a neighborhood school.  It was delightful to look out and see and hear children playing at recess, especially since we were missing our own children!  The big tree out front is beautiful, and pay attention in the morning as there are gorgeous green parrots that hop all about on it--apparently a few escaped from the zoo a few years ago and now a population has taken home around Amsterdam!  <br/><br/>The location is great and walkable almost anywhere, or the tram stops right around the corner.  Great grocery store right downstairs.  Fun street right around the corner with great shopping and food.  Short walk up a canal and you are to the city center.  <br/><br/>Checkin was simple and easy with the service they use, and flexible timing.  Best of all Ellie and her husband Bertram are just simply delightful.  Wonderfully helpful, friendly and kind people.   <br/><br/>"
91501928,"Great location, just 5 minutes from Central Station and 10 minutes from the red light area. The room is exactly as pictured and the bed is very comfy, we certainly would love to stay again if you would have us back."
91585578,"We fell in love with this location in the wonderful De Pijp neighborhood located less than a 10 minute walk from the Rijksmuseum, Van Gogh Museum, and the famous IAMSTERDAM sign. <br/><br/>This location offered staying in a neighborhood full of wonderful local shops, markets, bars, and amazing restaurants like Van 't Spit (the chicken there is to die for)<br/><br/>The apartment itself was perfect for our stay in Amsterdam complete with a kitchen, separate bedroom, pull out couch if you needed it, and great WiFi.  Our host, Lizzy, was great and gave us some wonderful recommendations for dinner and drinks.  She also left us a bottle of wine (it was our Honeymoon) local snacks, and coupons to activities in the city.<br/><br/>The tram is about a 5 minute walk from the apartment so if walking it too much for you, the tram is a great way to get around the city.  <br/><br/>Thank you for making our stay in Amsterdam wonderful!  We will be back!"
91847111,"Petra is a lovely, kind empathetic and friendly host. The accommodation is immaculate and the decor suits both male and female guests.  I loved her attention to detail such as a little bottle of water and chocolate on each bedside table plus fresh flowers on the larger table. The bathroom shower was amazing.  Petra has installed a soft water system which added to the experience.  There is everything you need in the kitchen should you decide eat in.<br/><br/>If you are visiting Amsterdam, I highly recommend that you stay with Petra.  I have already recommended Petra's place to friends and colleagues.  "
92068606,"Nice place, and very kind. I wonder to come back. "
92098038,"I stayed at Mark's Place with my 3 friends. The area is very nice with its restaurants and bars. The Tram to the city is close but u could also walk to the centre (20min). <br/>The most time in the apt we hung out in the kitchen. Big place, very bright, beautiful big windows. <br/>The beds were perfect. <br/>A place I would love to call my home! "
92106151,"Тихий зелёный район. Можно либо прогуляться и переплыть в центр на бесплатном пароме (на береге Noord есть два места, откуда отходят паромы в сторону центра), либо воспользоваться автобусом № 34, остановка которого очень близка к месту проживания.<br/>Jeroen очень вежлив, доброжелателен, всегда готов помочь/подсказать, но при этом ненавязчив.<br/>У Jeroen можно арендовать два велосипеда, правда, воспользоваться ими мы сами не успели. Возможно получится в следующий раз.<br/>Отличный вариант по соотношению цена/качество."
92132215,"Appartement agréable situé dans un quartier résidentiel très calme. <br/>Nous avons séjourné chez Martine durant une semaine à l'occasion d'un salon qui se tenait au RAI situé à quelques stations de tram sur la ligne 12.<br/>Nous avons beaucoup apprécié le confort et la tranquillité de l'appartement de Martine après nos journées de travail.<br/>Martine a été charmante et aux petits soins avec nous, périodiquement en contact par SMS afin de s'assurer que tout se passait bien, qu'il ne nous<br/>manquait rien et que notre séjour se déroulait bien. <br/>Merci Martine pour votre sympathique accueil, nous mettons dés à présent une option pour notre prochain IBC ;-)<br/> Comme chaque année nous avons revenons avec grand plaisir chez Martine."
92132699,"Peter was really kind and gaves un a wonderful welcome with coffee,  biscuit and cake. The apartament was beautiful and cozy, and a very important thing is that is near the centre. <br/>I'll be happy to come back soon! "
92147468,I really loved this room right in the middle of Amsterdam. It allowed me so much freedom to be able to come and go and make it my base of operations while I was in the city.  The room was certainly very clean and tidy and nicely decorated.  The most wonderful thing about the room is the window which gives a great view to the alley and once the windows are shut there is not much noise.  This was my first time using Airbnb and after this experience I will surely use it agai.
92228326,"Corina is very kind and helpful. The location of the room is perfect. Right in the heart of Jordaan and next to a big supermarket, surrounded by nice little shops and restaurants. "
92420424,"What an introduction to Amsterdam! Thoroughly enjoyed our stay in this extremely well appointed houseboat in a perfect location, close to everything you would want to see.. Brilliant self catering options with an awesome cooks kitchen. Cosy and comfy lounge and sleeping area with a fantastic modern bathroom.. Lovely shower !! :) Very much enjoyed sipping champers on the deck watching the boats pass by. Thank you Patricia, you are a lovely host, super helpful and very obliging. We could not have hoped for a better experience. We shall be back!! "
92517541,Joke is a very nice host. We felt very comfortable. I would recommend it to anyone. She met our every wish. Everything was clean and the breakfast was delicious. Thank you Joke!! 5 Stars*****
92803881,The house is exactly as described. 3mins walk to tram station. Sebastian and Stephanie are ultimately friendly. Everything about the house is very good. 
92836909,"We had a great experience staying at Fenno's. Apartment is in a nice neighbourhood which is within a walkable distance to the city centre. Alternatively, there is a bus which picks you up round the corner or you could hire a bicycle and be there in ten minutes. <br/>Apartment was clean, tidy and as described. Fenno went out of his way to help us with ideas to fill our weekend and was contactable as needed during our stay.<br/>We highly recommend Fenno as a host and would stay in his apartment again definitely. "
