host_id,host_join_year,host_about,num_verified_sources,is_superhost,host_total_listings_count,number_of_reviews,review_scores_rating,host_response_rate,host_acceptance_rate
26045647,2015.0,,2,False,4.0,49,4.71,100,100
42123074,2015.0,I would like to see myself as a fun loving person who loves to travel and meet new people and get to know other cultures and different ways of living :)  ,3,False,1.0,61,4.87,,100
3945360,2012.0,"Wij zijn Mila & Steven. We wonen en werken in Amsterdam en vinden het heerlijk om op avontuur te gaan. We hebben een paar jaar geleden en hond uit Turkije geadopteerd, Raki. Verder houden we van eten (Steven heeft 2 restaurants) en het buitenleven!",2,False,1.0,57,4.72,100,43
10652561,2013.0,,2,False,1.0,6,4.5,67,100
42396683,2015.0,"My name is Frits and I am 60 years old. For 40 years I was an entrepreneur in hospitality. Until last year I had 2 restaurants in the little port town Hoorn. Since a year I live in Amsterdam, in the same city as my children. Now I would love to welcome great and friendly people from all over the world in this great studio.

Mijn naam is Frits en ik ben 60 jaar oud. 40 jaar lang was ik al eigen ondernemer in de horeca. Tot aan vorig jaar had ik twee restaurants in het havenplaatsje Hoorn. Sinds dit jaar ben ik woonachtig in Amsterdam, de stad waar mijn kinderen ook wonen. Nu zou ik graag deze afgesloten studio B&B aan leuke/vriendelijke mensen willen verhuren.",1,True,2.0,236,4.72,100,97
5397978,2013.0,"Hey there,

I am Jil. I love traveling, meeting new people from diverse background

I love sharing and Airbnb allows to share and be part of other's life journey

Happy to connect:)
j
",2,False,6.0,9,4.78,100,50
4287801,2012.0,"I am a filmmaker from the Netherlands, Amsterdam.",2,False,1.0,10,4.8,100,94
3580802,2012.0,"Hi, I'm Sebastian. My wife and I live in one of the nicest neighbourhoods of Amsterdam center. In our free time we like to travel and enjoy wandering in historical cities, museums and good restaurants.",3,True,1.0,261,4.98,100,99
42698391,2015.0,,2,True,1.0,456,4.89,100,100
27980215,2015.0,,2,False,1.0,32,4.47,100,100
41158764,2015.0,,2,False,2.0,31,4.42,,
14150256,2014.0,"I am a documentary filmmaker from Amsterdam. I am a freelancer and I work for different broadcasting companies. Apart from that I make multimedia installations for festivals. I love to walk around in the city, watch people, drink lots of coffee, visit markets, watch old Woody Allen films, I love Madrid, do some yoga now and then, eat Thai food (Som Tam!), drink wine, make new plans, eat salmiak liquorice, discover new music. 
",1,False,2.0,15,4.93,,
33183100,2015.0,"Hello, 
I'm Rishi and I'm happy to have you in my nice apartment in Amsterdam East.
I'm a freelancers (filmmaker / scenarist). I like my freedom a lot, get inspired by life, traveling, books and films.
I hope that I can make your stay as pleasant as possible. Please tell me if you have any questions or if you want to make a reservation.
With kind regards,
Rishi and Rose
",2,False,1.0,5,5.0,60,25
7734552,2013.0,"I am Marcel, a 43 year old teacher. I am an open-minded and social guy, gentle, neat and like to enjoy life in my city.  Many people already happily stayed at my place in the past. I have decided to offer my little palace on Airbnb after several years again.",2,False,1.0,52,4.9,100,53
6507558,2013.0,"I used to be a flight attendant for more than 20 years, visiting many cities in the world but there is no place like Amsterdam. Now enjoying my new adventure as Missfeelgood.nl helping woman feel good about themselves, reprogramming their inner critic to a loving self. 
I feel very fortunate to live here where i enjoy fully the freedom, liveness, diversity and coziness of my great neighborhood. ",2,False,2.0,55,4.98,,
28011109,2015.0,..,2,False,2.0,17,5.0,,
40842744,2015.0,,2,False,1.0,2,5.0,,
32439407,2015.0,,2,False,1.0,2,5.0,100,33
20767771,2014.0,"Hi,

We (my wife, our 3 kids and myself) love living in Amsterdam! We have travelled a lot and we stayed in many different places. Now we want others to experience Amsterdam and Noordwijk and enjoy our places.

Regards, Fidel",2,False,3.0,64,4.33,100,100
43147002,2015.0,"Home based in Amsterdam. My little house is situated in the East of Amsterdam, my favorite area of the city. 
I enjoy hosting guests and help out to make their visit to Amsterdam worthwhile. 
I live in this studio so it's fully equipped for a comfortable stay :-)",2,False,1.0,52,4.75,,100
1357842,2011.0,Pietro was born in the south of Italy and moved to Amsterdam in 2010 where he works in the field of Corporate Sustainability and Climate Change. ,2,False,3.0,19,4.95,100,69
42405890,2015.0,"Hi I am Marco! With my wife and our two kids we lived for 11 years in Argentina, after which we moved to Amsterdam. Having lived overseas in different countries we know how important it is to feel at home. We will be delighted to host you and help make your visit to Amsterdam or Buenos Aires a memorable one.
We are fluent in English, French, Spanish, Portuguese and Dutch and we look forward to hosting you!

Registration number is Z/ (Phone number hidden by Airbnb)",2,True,3.0,468,4.9,100,96
427756570,2021.0,,2,False,1.0,237,4.86,,
43205475,2015.0,"Ik ben Thomas en ben 35 jaar oud en kom uit Amsterdam
 ",2,False,1.0,302,4.6,100,86
43191575,2015.0,,1,False,1.0,20,4.75,,
3335546,2012.0,"My partner Ben (Dutch, 37 year-old) and I (French, 39) live together in our beautiful B&B in Amsterdam North. We enjoy the company of people from all sorts of backgrounds, and especially like connecting with those that walk on alternative paths.

We like dancing at (non-commercial) festivals and events, cycling in the surrounding countryside and stuffing ourselves with delicious food.",2,True,3.0,112,4.82,100,91
43652418,2015.0,"Hi, my name is Debbie (50), born in Amsterdam, live with my partner and daughter of 11, work at a bank (mainly from home) and i absolutely love to travel whenever i can! I understand the importance of finding a great place where you feel comfortable and at ease, in other words AT HOME. I love to meet new people and try to make there stay in Amsterdam a memorable one. If you are looking for a longer stay, try contacting me and we can discuss the options. Hope to meet you someday. All the best, Debbie ",2,True,2.0,91,4.97,100,94
1851673,2012.0,"An Expat in Amsterdam, local for past 15+ years. Socially active, loves Techno/house music. 
Lisbon is my favourite destination, love Techno/house music festivals and big events around.
Well connected and would love to help you experience the wonderful Amsterdam!",2,False,1.0,2,5.0,,
1186531,2011.0,"I'm an American at home in Amsterdam, where I enjoy the history, vibrant culture and being able to walk and bike everywhere. Travel, music, nature and sustainability are some of my passions.

After travelling around the world, experiencing different cultures, seeing beautiful places and meeting great people staying in Airbnb rentals, I am happy to be hosting guests in the heart of Amsterdam. I look forward to sharing my favorite things about this world-class city.",2,True,1.0,145,4.92,100,100
4557482,2013.0,,2,False,1.0,4,4.75,,
30827622,2015.0,"Our passion is travel and knowing new people. Juan is originally from Argentina en Pim is Dutch, together living in Amsterdam for more than 10 years.",3,True,2.0,224,4.92,100,81
5043918,2013.0,"I have a family, three kids children well traveled, work in fashion industry and I love meeting people. I am very open to help with tips and recommendations to make your stay wonderful.",3,False,2.0,63,4.79,100,77
34886244,2015.0,"Hello, we are, Eemke, Thom, and our two girls Lola (11)and Daantje (8).We are proud to live on this location we love the area and enjoy the view. The houseboat is located in the Eastern Docklands, just at the east of the centre, 3 km from the Central Station. It's our little paradise in the city. We enjoying the panoramic view over the labor city. Or just stay at home to relax in our cozy wheelhouse. 

This is our second houseboat in Amsterdam. We enjoy boat life, so we hope sincerely your stay is everything you expected. ",2,False,2.0,29,4.83,100,33
29036896,2015.0,"Hello I am Hanna. I live with my family (boyfriend and 2 children) in Amsterdam, the Netherlands. ",2,False,2.0,9,4.89,100,
14012819,2014.0,,2,True,2.0,9,4.78,,100
20861789,2014.0,"Spontaneous and sportive guy. Open to meet new people, and enjoy live.",3,True,1.0,77,4.88,100,71
19272242,2014.0,"Dol op reizen, sport en lekker eten",2,False,1.0,18,4.94,,
14837099,2014.0,"I go on holidays with my husband and little son of 1,5. And pregnant of our second son. I traveled around in Asia and South America a lot before having kids. Living in Amsterdam, work in consultancy. Big foodie and love salsa dance! I am also a AirBnB host myself for my apartment in Amsterdam.",2,False,2.0,25,4.8,,
37690050,2015.0,"Social, outgoing person always looking for the best new restaurant in town :)",3,False,1.0,24,4.92,100,100
1763003,2012.0,"Canadian living & working in Amsterdam. 

Married to my lovely wife, Claire, and we have a beautiful daughter together. I enjoy running, biking, reading, and enjoying time with friends. Travelling is one of my passions, and I'm grateful to stay in other Airbnb Homes, as well as welcome others into our home.",2,False,1.0,2,5.0,,33
7817130,2013.0,,2,False,1.0,41,5.0,,100
17160542,2015.0,,3,False,1.0,12,4.67,,
10496065,2013.0,"We are a Dutch - Colombian family, living in the centre of Amsterdam, the Netherlands. We enjoy traveling as well as hosting friends and family coming from abroad.

During our own vacations we like to let other people enjoy Amsterdam and our apartment. For that reason, we often rent out our apartment when we’re away. We lived here for ~15 years so we can provide many tips and tricks to enjoy Amsterdam like a local. 

In terms of destinations of our own vacations, we often go to Gstaad, Switzerland, to enjoy nature, sports, some relaxation, and quality time with family & friends. The region has so much to offer throughout the year! We always go to chalet Les Cèdres, which we also happen to rent out. 

We hope you will enjoy your stay at our place in Amsterdam or chalet Les Cèdres nearby Gstaad!",2,True,2.0,53,4.98,100,47
17184413,2014.0,,3,False,1.0,17,4.82,100,50
17463471,2014.0,"Greetings! I'm Claudine Wijsmuller, born in 1994, currently thriving as an Account Manager at Edelman. Sharing my life with my partner, I find joy in exploring new destinations, making travel a passion.",2,False,1.0,6,5.0,50,33
23748264,2014.0,"Music, Art, Vintage & Plant fanatic. You will find loads of Sculptures, reliquary and plants  in my home as I collect them! I  love meeting people through Airbnb and learning more about people's experiences. Looking forward to meeting you!",2,True,3.0,276,4.86,83,59
32400196,2015.0,As a host I like to be availible to my guests with help and advise so they can have the best possible Amsterdam experience.,2,False,1.0,46,4.87,100,0
45507360,2015.0,Amsterdam based artist.,2,True,1.0,546,4.94,100,100
45515352,2015.0,,2,False,2.0,0,,0,0
45588903,2015.0,,2,True,1.0,139,4.94,100,100
8956501,2013.0,"Hi, my name is Gabriella. I love being an airbnb host together with my husband John. We would be happy to help you get the most out of your stay in my lovely city!
",2,True,1.0,660,4.92,100,100
5646772,2013.0,"From Amsterdam, The Netherlands. Living in Nashville with my family of four. Love being on the road together, with some great music and a good story.",2,False,1.0,1,5.0,,
3466926,2012.0,Roni from Amsterdam,2,False,2.0,5,4.8,,
45891368,2015.0,Hello I'm Sas! I grew up in the centre of Amsterdam where me and my Dad turned my old bedroom into an Airbnb. It has been awesome to share this space with guests from all over the world. Everyone is welcome in our home from all walks of life. Using airbnb gives a personal touch to travel which is why we love to use this platform. ,2,True,1.0,530,4.95,92,98
143098191,2017.0,Professional and reliable super host with yoga skills. ,2,True,40.0,65,4.83,100,67
45934042,2015.0,"We are Olivier and Malaika and are living in our houseboat since 2014. Since we live here we have got the feeling that we are on holiday! Always our windows open, sitting outside in the sun or cruising the canals. 

Something about us:
Malaika is a doctor in surgery and Oliver works for a real estate company. We have two children (Maggy and Guus). We absolutely love travelling and meeting other people (made a trip around the world in 2012), although with two little ones this has become a bit different. 

We are sure you will love our unique place! So be most welcome!!",2,False,2.0,39,4.97,,
6604185,2013.0,"Hi I'm Ayla from Amsterdam. I'm currently working as a fashion designer in the city centre. In my free time I like to do like to hang out with my friends & boyfriend; dink coffee or wine, visit a museum or one of the many events in the city. You'll often find me on my yoga mat, working in the garden or reading.",2,False,1.0,40,4.8,100,82
3150708,2012.0,"I am a professional graphic and motion designer, with a great passion for arts and craft. I also love surfing, outdoor sports and activities, and having fun above all.
I live in Amsterdam with my wife Lola, and we love to travel and discover new places, people and cultures.
We're pretty restless when travelling so we try to walk around and visit as much as possible. We love getting lost in a new city!",3,False,1.0,43,4.84,,100
45917375,2015.0,,2,False,2.0,16,4.81,,
46076562,2015.0,"I am working as a freelancer in streetcasting for commercials and photography. I live over 20 years in Amsterdam now, for the last 8 years I live on this fabulous houseboat which is a little paradise surrounded by forrest and of course water. The houseboat and the surrounding is very precious to me and I like to share this hidden paradise with people who can appreciate such a special place. To give an Amsterdam experience on a different way means a lot to me.",2,True,1.0,194,4.94,100,100
46104716,2015.0,,2,False,1.0,23,4.87,100,36
25503705,2015.0,,3,False,2.0,17,5.0,,
13034277,2014.0,,2,False,1.0,0,,,
17669453,2014.0,"I'm Jasper, an open and sociable person with a full time job. I rent out my own apartment through Airbnb and I regular help my brother renting out his apartment, therefore very familiar with the concept.

Furthermore I sport/exercise a lot and I like chess amongst many other things.

Registration number (occasional short stay hosting):
0363 A0C9 933B DFD7 9295",2,False,2.0,21,4.9,100,80
4519705,2012.0,"Fun, full of life, friendly, talkative and joyful",2,False,2.0,34,4.91,,
46466691,2015.0,,1,True,1.0,166,4.87,100,100
14183444,2014.0,"Respectful, enjoyable, broad oriented, Love traveling, sports, music, nature, people in general
",2,False,1.0,90,4.81,100,0
2651625,2012.0,"Hi, I’m Jussi a photographer with a passion for storytelling and discovering new places. I love thoughtful spaces and authentic experiences, and I’m always inspired by the people I meet along the way. Looking forward to connecting!",3,False,1.0,30,4.9,100,16
46643228,2015.0,,2,False,1.0,25,4.64,100,50
6488934,2013.0,,3,False,5.0,27,4.93,,
46775636,2015.0,,2,False,1.0,3,5.0,,71
46926830,2015.0,"Warm and open-minded. Happy with my life, my work and with my 15-years old son.
Always ready to offer you a warm welcome in Amsterdam!",2,True,1.0,121,4.92,100,100
47021452,2015.0,,2,True,1.0,920,4.85,100,100
47042751,2015.0,"Living her since June 2015 and still in love with the apartment and the location. Working as projectmanager in infrastructure projects, free moments i love enjoying life with friends, travel, music and festivals, sports and in general the little things. ",2,False,1.0,38,4.84,100,67
6681286,2013.0,"We're Tess and Felix, we're in our thirty's  and live in the North of Amsterdam with our baby daughter Moïs. We work as documentary producers.  ",2,False,1.0,18,5.0,100,71
4761847,2013.0,,2,True,3.0,29,5.0,100,88
47179858,2015.0,My husband and I love travelling. We have been living in Amsterdam for quite some time and are very fond of our home town. We would like to welcome you to enjoy our famous city with our home as your charming and wonderful base.,2,False,1.0,48,4.83,100,100
47265643,2015.0,,2,False,3.0,11,4.36,100,100
47264521,2015.0,,2,False,1.0,61,4.89,100,78
47343985,2015.0,,2,False,1.0,15,5.0,,100
15073333,2015.0,"Hi!

I am Erwin, a Dutch guy from Amsterdam who loves traveling.I use almost all of my free time to travel the world. I work in the theatre and love seeing performances all around the world.

I have a great (great, not huge) place in Amsterdam which I rent out every now and then to be able to travel myself. So feel free to contact me about my apartment. I love my neighbourhood Indische Buurt.

I love reading, eating out and explore new places. And I am always open to meet new nice people! I am a very clean person, so if you rent my place or I rent yours, it's very important to leave it as clean as it was.",2,False,1.0,96,4.85,100,100
7390838,2013.0,,2,False,1.0,22,4.91,33,0
6384372,2013.0,,3,True,1.0,300,4.93,100,97
10144681,2013.0,"I love to travel! I've travelled two years through Australia, New Zealand, Southeast Asia and Latin America. Now that I'm working I still make lots of backpacktrips but also love to explore European cities! So, I love being abroad. But, I also love a cosy, nice and clean homebase. And that's what my apartment in Amsterdam is for me. I did my best to decorate the place as nice as possible so people will feel themselves at home! As a hostess I will try to facilitate your time in Amsterdam as best as possible. I love to share my favorite places to wine&dine, shop, party or just enjoy the city's beauty. ",2,False,1.0,54,4.8,100,100
41023809,2015.0,"We are a family of 3 from the Netherlands, living in Amsterdam for many years now with the greatest pleasure!

We love travelling and discovering new cultures, exploring nature, and trying new food!",2,True,1.0,13,5.0,100,94
48041456,2015.0,,2,False,1.0,15,4.8,83,55
16768552,2014.0,"Fashion student turned sociology student. Came from the south of Holland nine years ago to the big city of Amsterdam to start my study. I am a real stay-at-home kind of person, especially in winter when it is cold and wet in Holland. Therefore my favorite holiday destination is everywhere where the sun is shining and the beaches are omnipresent. I am spending all my money on (preferably good) food and drinks, clothing and flea markets, so I can tell you a lot about Amsterdam where to go. ",2,True,2.0,98,4.83,100,67
22490099,2014.0,"Ciao ! I am Viviana from Italy but I live in Amsterdam with Daniel. I am an italian teacher and tour guide. I love to cook, sing and dance. 
Daniel is a multi instrumentalis jazz musician and composer. We are easy going and social. We love meet new people and travel.",2,False,1.0,0,,,
18017144,2014.0,,2,False,32.0,9,5.0,100,82
6076845,2013.0,Living the good life in Oud West in Amsterdam. In the weekends (and sometimes after work) I like to go out and explore Amsterdam and all of its undiscovered places! I work full-time and rent out my appartment when I'm out of the city in the weekends. ,2,False,1.0,53,4.87,100,100
3825509,2012.0,"Architect and urban designer. Specialized in urban renewal, loves travelling and city sightseeing.",2,False,1.0,45,4.91,,
4910458,2013.0,"Hello! I'm Sjoerd, and I just love traveling. Airbnb is a great way to explore new cities and enjoy them as a local! ",2,False,3.0,26,4.92,0,100
4230677,2012.0,"I am Joost, a lawyer and  live in a monumental canal house with. So please feel free to knock our door if you have any questions and hopefully we are around to meet you in person!",2,False,2.0,181,4.58,,100
9665876,2013.0,,1,False,3.0,15,4.73,100,75
48388216,2015.0,"friendly home owner, who's goal is to make my guests feel as comfortable as possible. ",2,False,2.0,52,4.87,,67
47439090,2015.0,,2,True,3.0,609,4.92,100,100
20021396,2014.0,,2,False,2.0,13,4.85,,
48479869,2015.0,I was born and raised in Amsterdam. I currently work and life in Amsterdam and occasionally in Berlin. I'm an artist with a background in music composition and fine arts.,2,False,1.0,25,4.6,100,100
10156487,2013.0,"Hi, I am Ralf |  Amsterdam based | Airbnb Superhost | love the beach | fitness & healthy living | nature and cities | traveling | meeting new people | I do love my family | dark beers and wine | I'd like to make my guest happy and comfortable!

I  love it to give you as my guest a pleasant and unforgettable stay. 

Local tips? Yeah... i have a lot of them!

What about you? :)",3,False,18.0,155,4.68,96,94
27948402,2015.0,"Like living in Amsterdam for several years.  I love travelling and meet new people all over the world and see architecture, and art seeing musea.

I Love music, like jazz, soul, funky and classical music.
I love the green life: nature... with plants inside my home and lover to go the park...

And love spending time together with friends, trying out new restaurants, finding out special places nearby or all over the world.",2,True,1.0,227,4.94,100,98
35889746,2015.0,,2,False,2.0,45,4.98,100,100
12599782,2014.0,,2,False,2.0,3,4.67,,
26726824,2015.0,"Hi there, nice to meet you. I'm Jara and I would like you to get to know my city and neighourhood. I've been living in this appartment for almost 10 years now and really love this place! 
A little bit more about me, i'm 29 years old and work at Wink. I love to eat so in my free time i'm discovering new places to eat and drink. Also really into music, so if you like listening to records, you will feel at home at my place. 
Oh and if you're staying here and need tips about where to go or where to eat/drink/party, just ask and I will gladly give you some options. Or if you found a really cool place, please let me know! 

Enjoy!
",3,False,2.0,13,4.69,,
48790899,2015.0,"Multi inzetbare Architect die met plezier werkt aan projecten. Ontwerpt met liefde voor detail, het proces en de gebruiker. Pas tevreden als bewoner trots is op zijn nieuwe (woon)omgeving. En zo runnen we ook de B&B in woonschip Maria.",2,True,1.0,499,4.95,100,100
48842488,2015.0,"Living here,in this house, all my live.
Want to share the good location in Amsterdam to give our guests the feeling of staying at home while being in a walking distance of the most interesting spots of Amsterdam.
We like to give the most privacy to our guests, so we leave you on yourself but will be there if you have any question or other.
Have a nice stay!
Jan",2,False,1.0,114,4.94,,
13026743,2014.0,"Hey!
I'm a 40 year old Dutch Finnish guy born in Antwerp living in Amsterdam, with a passion for food, travel and a lot of love for my friends. I work in cyber security. I have an education in BBA Hospitality Management (worked for Four Seasons, InterContinental..) and MSc Financial Management. 

I only do AIRBNB while I'm on holiday or travel for work. 

If you have any questions, please feel free to contact me.

Best regards,

Laurens",2,False,1.0,57,4.98,100,67
20322000,2014.0,"I love traveling and I like to see and explore as many countries as possible.
Sports are one of my favorite things, I love football and fieldhockey.

In daily life I am a consultant at an Amsterdam based firm.

My girlfriend and I own this house for 2years now. We are certain that you will like the house as much as we do:)",2,False,1.0,0,,,
49026622,2015.0,"We (Pim (58) and Maaike (47)) have 2 daughters: Puck (18) and Pien (15), and have been living in this apartment for more than 10 years. 

We hope you enjoy our house and city as much as we do ourselves!",2,False,1.0,43,4.95,100,73
2588508,2012.0,Amsterdam,2,False,1.0,0,,,
15535674,2014.0,"An architect living in Amsterdam, easy going and tidy, loves exploring new cities!  ",2,False,1.0,1,5.0,,
7134681,2013.0,Huismusje maar ook een busy bee...,2,False,1.0,44,4.91,50,80
36853514,2015.0,,2,False,1.0,9,4.89,100,42
5693880,2013.0,"Melinda, a graphic designer living in Amsterdam with her family. ",2,False,3.0,4,5.0,,29
49271865,2015.0,,2,False,1.0,37,4.95,,
48791845,2015.0,"I'm an avid traveler, sport enthusiast, and animal lover. Having explored 40+ countries, I hope yours is one of them. City life currently revolves around caring for two Greek cats. My passion includes reducing my carbon footprint through veganism. Let's connect and swap tales!",2,False,1.0,366,4.74,100,98
22427442,2014.0,,2,False,1.0,20,4.95,25,21
43932029,2015.0,"I am an independent media professional, living in Amsterdam with my wife Eva and our son Wolf. We love to live in the characteristic, old and vibrant part of the city and like to guide you to the best places in town and around. 

On the Royal Art School I started with interior design. Designing my own apartment suits my passion. I am proud on the result, and happy with the surprised reactions people give. And more then happy to share it with new friends.",3,True,3.0,81,4.93,100,100
4524749,2012.0,"Hi! My name is Babette. My husband and I renovated this typical Dutch canal house and state monument into a beautiful fully equiped self serving apartment for guests to enjoy. 

I have a Bachelor degree in International Hospitality Management and my husband Niels is a successful shell artist/designer. A lot of his shell art can be found in the apartment.

We both love traveling and we absolutely recommend booking through Airbnb!

We look forward to welcoming you and making your stay as comfortable as possible.",2,False,4.0,26,4.81,100,100
49475014,2015.0,"Welcome! We are a family which loves to discover the world and travel as much as possible. As we have such a beautiful place in Amsterdam we like to share it with other families, it's a waste to have the house empty. I love Amsterdam and I know a lot about it. I also love to share this with others and give you advise according to your interests so you can experience Amsterdam in the best way.",2,False,2.0,26,4.96,100,100
49538851,2015.0,,2,False,1.0,7,4.43,,
4172093,2012.0,"Hi, I am an advertising creative, sports fan, dog lover, great chef and houseboat freak. I like to travel a lot myself so I've seen some places and know what people like: an authentic experience at a great but quiet location. Welcome on board of my modern rebuilt beautiful 1907 barge!",2,True,1.0,527,4.96,100,99
178521,2010.0,"Hello,

I am a 38 year old French, living now for a few years in Amsterdam, after having lived in France, the US, Germany and Colombia during the last 15 years. I love travelling, discovering new cultures and people!! I hope to have the chance to meet you during a stay at my apartment or a visit at yours!

Greetings,
Lionel",2,False,1.0,17,4.88,,100
8462169,2013.0,"Dreamer by day, writer by night. Bit of a movie addict, coffee lover & campervan adventurist who likes to share his apartment with lovely travelers from all over the globe. Just send me a message and i'll make sure you'll experience this city like a local. ",2,False,1.0,36,4.89,100,44
20660883,2014.0,,2,False,1.0,58,4.48,,
49768032,2015.0,,2,False,1.0,47,4.21,100,83
12835331,2014.0,Me and Nadia are adventures people and like to travel the world. Also we are very happy to help other guest have a great time staying in our place and enjoy their time exploring new things. We are hosting guest for many years now. Do we see you soon? We hope so! ,3,True,1.0,143,4.76,100,100
49804687,2015.0,,2,False,1.0,237,4.92,100,100
10076897,2013.0,,2,False,14.0,20,4.35,,
44101133,2015.0,"My name is Floortje and I'm 47 years old. I'm very happy with my husband  and our children. We love to travel the world and meet all different kind of people and other cultures. I like to travel very primitive, with a back pack and also more luxureous.  
I feel that Airbnb is a nice way to experience the local way of life.",2,False,1.0,6,4.67,,
18905348,2014.0,,3,False,1.0,46,4.76,100,100
7498059,2013.0,"Hi, my name is Ruben. I live and work in Amsterdam. I sometimes rent out my appartment when I go out of town. I enjoy nature, cities, theatre and cinema. ",2,False,1.0,46,4.83,,
50454268,2015.0,"Hi dear travelers, 
My name is Maartje, living and working in lovely Amsterdam for 10 years now. I was lucky having the opportunity to buy and rebuild this apartment. And it will be nice to share it with you travelers.
I am an art- , design-, and yoga lover, work for magazines and like to visit art galleries and join workshops about conscious living and spirituality. If you do need some tips? I will be happy to help you.

Best wishes,

Maartje",2,False,1.0,37,4.95,60,46
32573888,2015.0,,2,False,3.0,24,4.54,100,50
47819385,2015.0,Hi! I am Frank. Together with my 9 year old son Luca I live in Amsterdam. I love to travel and meet new people. I work as a manager at Apple. As a hobby I play in a band and sometimes work in the summer as captain for a sailing organization. Luca likes k-pop dancing and pancakes:),2,False,1.0,19,4.95,100,71
44419971,2015.0,,2,True,2.0,528,4.84,100,97
46077789,2015.0,,2,False,1.0,43,4.7,,
25548006,2015.0,"I am Sophie, 30 years old, based in Amsterdam, Barcelona and Málaga.",2,False,1.0,6,4.83,,
50739144,2015.0,,2,True,2.0,52,4.88,100,58
6911124,2013.0,Ik kom oorspronkelijk uit de Goorn een klein plaatsje in Noord Holland. Ik heb een bedrijf in vastgoed in amsterdam en daarnaast probeer ik zo veel mogelijk te sporten. ,2,False,2.0,33,4.91,,
7176784,2013.0,"Hi! My name is Evert and I am a musician working and  teaching in Amsterdam. I studied violin at several conservatoires in Holland and the UK. 
I like all kinds of good music, from Classical to pop, jazz and worldmusic. I like going to concerts, the cinema and museums, I like going to the gym. I have two very sweet cats - Lucas and Snout -  who I love to take care of.  I like to eat healthy food. 

",3,True,1.0,600,4.9,100,100
2218299,2012.0,"Hey I am Pieter, together with Vivian, Love Triathlon, Love Reading, Love travelling together whilst seeing new places and meeting new people... We also have two kids, Tommie and Hannah!",2,False,2.0,6,5.0,,
11044264,2014.0,,3,False,1.0,12,4.83,,
51153888,2015.0,,1,False,1.0,22,5.0,100,64
51288841,2015.0,A food and music loving designer. ,3,True,2.0,138,4.84,100,95
12572898,2014.0,"An avid photographer, keen traveller, business psychologist, headhunter within the digital tech payments domain & a bit of a movie buff :-)
Originally from Minsk (Belarus), educated in Austria, currently living & working between Amsterdam and London. ",3,False,1.0,24,4.79,,
4168597,2012.0,"We're a Portuguese-Dutch couple with two young children. We met in Mozambique where we both worked and after a couple of years together decided to move back to Europe. We're settled in Amsterdam for seven years now. We both work in the health sector. We love to travel and stay at friends', family or Airbnb places. ",2,False,1.0,3,5.0,,
4312645,2012.0,"Hi everyone,

I am a photographer/globe trotter currently living in Amsterdam.


",3,False,2.0,45,4.84,100,50
5459946,2013.0,I'm from Amsterdam and love adventure sports. My family and I love to travel!,2,False,1.0,9,4.78,,
34133140,2015.0,"We are a family of 5. We love to travel. We work in education & ICT and in the kitchen. We have 3 children in the age of 11, 12 and 17. Because of the kids we live in a save environment. Our house is save to small kids. Half of our family lives in Sardinia and half in Amsterdam. We love to be in both places.",2,False,2.0,12,4.33,100,25
51582943,2015.0,"My name is Bart, love to sail and working in the rum-business!",2,False,1.0,30,4.57,,
51604959,2015.0,,3,False,1.0,53,4.57,0,14
11832094,2014.0,Almost 5 years this is now our paradise. After traveling is coming home the best thing.  Because we have a busy and social life home is where we find peace and quiet.,2,False,1.0,47,4.74,,35
51672912,2015.0,Do you want to be my first time guest? I’d love to be your first time host! Let’s book!,2,False,1.0,1,5.0,,67
11667528,2014.0,,2,False,1.0,11,4.27,,
18483278,2014.0,,2,False,1.0,7,5.0,,
18583875,2014.0,Looking forward to welcome you in my apartment in Amsterdam. I have been living in Amsterdam for more then 12 years so can provide you with all the details of the city.,2,False,3.0,56,4.84,,
51821132,2015.0,I love to travel and host people in my apartment in Amsterdam! So hopefully my guests can enjoy travelling the same as me!,2,False,3.0,110,4.78,100,12
3680046,2012.0,"Hi There! I love travelling and have visited many many countries. As Export manager for a Flower Bulbs export company I get to travel a lot around the world. Whenever I can I try extend my trips with a few days of leisure. I love to explore new places, exprerience other cultures, try new dishes or relax and roam around.
I really enjoy staying at AirBnB places and decided to put up my own place for rent as well!",3,False,2.0,43,4.86,,100
9435259,2013.0,"Serial entrepreneur - In love with Innovation - Inspired by young generation - 

Created Festival, Consulting, Tech, Angel investments - 

Speaking at TedX - conferences - Investment clubs - 

Help young generation founding businesses in different parts of the world 

Invest in people and culture 

Enjoying Life every day !",3,False,14.0,68,4.84,100,92
6411540,2013.0,"Welcome to our home in Amsterdam. We rent out or place whenever we are traveling with our campervan. We love discovering new places, nature, good food,  concerts and meeting new people!
Love, Sjoerd & Kelly",2,False,1.0,28,4.93,100,100
13116549,2014.0,,2,True,4.0,93,4.8,100,100
7082567,2013.0,"Wij zijn een gezin (Rick en Mascha met 2 dochters van 7 en 9). Wij verhuren graag onze prachtige woning in Amsterdam Oost wanneer wij op vakantie zijn, of een weekendje de stad uit gaan.",2,False,1.0,14,5.0,,100
51946366,2015.0,"Nice apartment on the water, feet distance from the center.",2,True,1.0,136,4.85,100,94
52020496,2015.0,"I'm 49 years old and live here with my girlfriend. 
When we go away we sometimes rent the house at Airbnb.
I speak English and Deutsch. ",2,False,1.0,13,4.85,100,50
